"","ListenerGroup","mTurkCode","ItemNum","Resp","Timing_Click.Count","Timing_First.Click","Timing_Last.Click","Timing_Page.Submit"
"1761","V3",5693137,"X29","


6","1","0.509","0.509","0.524"
"1821","V3",6374852,"X29","A native English speaker
1","1","0.208","0.208","0.241"
"1881","V3",6546609,"X29","


4","1","0.432","0.432","0.438"
"1941","V3",6956532,"X29","A native English speaker
1","1","0.253","0.253","0.2"
"2001","V3",7505174,"X29","


6","1","0.441","0.441","0.45"
"2061","V3",8081415,"X29","A native English speaker
1","1","0.108","0.108","0.148"
"2121","V3",8317194,"X29","A native English speaker
1","1","0.522","0.522","0.529"
"2181","V3",8584285,"X29","


7","1","1.245","1.245","1.255"
"2241","V3",8815444,"X29","


3","1","0.609","0.609","0.617"
"2301","V3",9335883,"X29","


6","1","0.501","0.501","0.51"
"2361","V3",9983184,"X29","A native English speaker
1","1","0.967","0.967","0.9"
"1162","V3",1682505,"X3","


7","1","5.229","5.229","5.244"
"1222","V3",2950814,"X3","


4","1","11.028","11.028","10.984"
"1282","V3",3800888,"X3","


7","1","0.913","0.913","0.966"
"1342","V3",3805384,"X3","


7","1","0.697","0.697","0.714"
"1402","V3",3906581,"X3","


7","1","0.191","0.191","0.197"
"1462","V3",4068822,"X3","


7","1","0.795","0.795","0.701"
"1522","V3",4073431,"X3","


6","1","0.801","0.801","0.825"
"1582","V3",4341292,"X3","


7","2","0.9","1.459","1.474"
"1642","V3",4534620,"X3","


8","1","0.551","0.551","0.566"
"1702","V3",4542178,"X3","


6","2","0.449","1.034","1.002"
"1762","V3",5693137,"X3","An extremely strong
foreign accent
9","1","0.478","0.478","0.494"
"1822","V3",6374852,"X3","


7","1","0.704","0.704","0.742"
"1882","V3",6546609,"X3","


6","1","0.367","0.367","0.374"
"1942","V3",6956532,"X3","A native English speaker
1","1","0.201","0.201","0.385"
"2002","V3",7505174,"X3","


8","1","0.273","0.273","0.284"
"2062","V3",8081415,"X3","


6","1","0.453","0.453","0.471"
"2122","V3",8317194,"X3","


8","1","0.87","0.87","0.879"
"2182","V3",8584285,"X3","An extremely strong
foreign accent
9","1","0.61","0.61","0.621"
"2242","V3",8815444,"X3","


6","1","4.509","4.509","4.519"
"2302","V3",9335883,"X3","An extremely strong
foreign accent
9","1","0.144","0.144","0.153"
"2362","V3",9983184,"X3","A native English speaker
1","1","1.026","1.026","1.082"
"1163","V3",1682505,"X30","


5","1","6.383","6.383","6.301"
"1223","V3",2950814,"X30","


6","1","0.977","0.977","1.014"
"1283","V3",3800888,"X30","


4","1","0.63","0.63","0.601"
"1343","V3",3805384,"X30","


2","1","1.375","1.375","1.386"
"1403","V3",3906581,"X30","A native English speaker
1","1","1.282","1.282","1.289"
"1463","V3",4068822,"X30","


3","1","0.354","0.354","0.361"
"1523","V3",4073431,"X30","


5","1","0.392","0.392","0.403"
"1583","V3",4341292,"X30","


5","1","0.532","0.532","0.548"
"1643","V3",4534620,"X30","


4","1","0.502","0.502","0.532"
"1703","V3",4542178,"X30","A native English speaker
1","1","0.598","0.598","0.699"
"1763","V3",5693137,"X30","


6","1","1.326","1.326","1.346"
"1823","V3",6374852,"X30","


7","1","2.581","2.581","2.501"
"1883","V3",6546609,"X30","


4","1","0.445","0.445","0.454"
"1943","V3",6956532,"X30","A native English speaker
1","1","0.539","0.539","0.501"
"2003","V3",7505174,"X30","


3","1","2.071","2.071","2.081"
"2063","V3",8081415,"X30","


3","1","1.669","1.669","1.691"
"2123","V3",8317194,"X30","A native English speaker
1","1","0.458","0.458","0.471"
"2183","V3",8584285,"X30","A native English speaker
1","1","0.285","0.285","0.296"
"2243","V3",8815444,"X30","


2","1","0.358","0.358","0.367"
"2303","V3",9335883,"X30","


6","1","0.342","0.342","0.352"
"2363","V3",9983184,"X30","


3","1","0.402","0.402","0.431"
"1164","V3",1682505,"X31","


5","1","1.732","1.732","1.75"
"1224","V3",2950814,"X31","


2","2","0.979","2.004","2.032"
"1284","V3",3800888,"X31","


6","1","0.509","0.509","0.547"
"1344","V3",3805384,"X31","


2","1","1.723","1.723","1.74"
"1404","V3",3906581,"X31","


4","1","0.557","0.557","0.564"
"1464","V3",4068822,"X31","


5","1","1.783","1.783","1.791"
"1524","V3",4073431,"X31","


5","1","3.917","3.917","3.931"
"1584","V3",4341292,"X31","


5","1","1.592","1.592","1.5"
"1644","V3",4534620,"X31","


4","1","0.616","0.616","0.628"
"1704","V3",4542178,"X31","


5","3","0.229","1.131","1.11"
"1764","V3",5693137,"X31","


4","1","1.182","1.182","1.198"
"1824","V3",6374852,"X31","


3","1","0.275","0.275","0.201"
"1884","V3",6546609,"X31","


4","1","0.421","0.421","0.428"
"1944","V3",6956532,"X31","A native English speaker
1","1","15.69","15.69","15.813"
"2004","V3",7505174,"X31","


3","1","0.618","0.618","0.631"
"2064","V3",8081415,"X31","


5","1","0.385","0.385","0.301"
"2124","V3",8317194,"X31","


7","1","0.998","0.998","1.007"
"2184","V3",8584285,"X31","


7","1","0.614","0.614","0.625"
"2244","V3",8815444,"X31","


5","1","1.812","1.812","1.823"
"2304","V3",9335883,"X31","


6","1","0.515","0.515","0.525"
"2364","V3",9983184,"X31","


4","2","0.54","1.13","1.168"
"1165","V3",1682505,"X32","


8","1","0.949","0.949","0.982"
"1225","V3",2950814,"X32","


4","1","29.218","29.218","29.266"
"1285","V3",3800888,"X32","


6","1","0.487","0.487","0.405"
"1345","V3",3805384,"X32","


6","1","0.557","0.557","0.571"
"1405","V3",3906581,"X32","


6","1","0.322","0.322","0.328"
"1465","V3",4068822,"X32","


5","1","0.77","0.77","0.781"
"1525","V3",4073431,"X32","


6","1","0.515","0.515","0.53"
"1585","V3",4341292,"X32","


5","1","0.794","0.794","0.701"
"1645","V3",4534620,"X32","


7","1","0.536","0.536","0.563"
"1705","V3",4542178,"X32","


6","2","0.406","1.392","1.476"
"1765","V3",5693137,"X32","An extremely strong
foreign accent
9","1","1.212","1.212","1.234"
"1825","V3",6374852,"X32","A native English speaker
1","1","1.071","1.071","1"
"1885","V3",6546609,"X32","


7","1","0.396","0.396","0.3"
"1945","V3",6956532,"X32","A native English speaker
1","2","0.671","1.071","1.246"
"2005","V3",7505174,"X32","


6","4","0.445","2.149","2.161"
"2065","V3",8081415,"X32","


5","1","1.471","1.471","1.4"
"2125","V3",8317194,"X32","


6","1","1.196","1.196","1.102"
"2185","V3",8584285,"X32","


6","1","2.804","2.804","2.814"
"2245","V3",8815444,"X32","


6","1","0.321","0.321","0.331"
"2305","V3",9335883,"X32","


8","1","8.223","8.223","8.232"
"2365","V3",9983184,"X32","A native English speaker
1","1","5.342","5.342","5.618"
"1166","V3",1682505,"X33","


7","1","0.508","0.508","0.526"
"1226","V3",2950814,"X33","


4","1","12.527","12.527","12.559"
"1286","V3",3800888,"X33","


8","1","0.576","0.576","0.501"
"1346","V3",3805384,"X33","


6","1","0.58","0.58","0.597"
"1406","V3",3906581,"X33","


6","1","0.276","0.276","0.282"
"1466","V3",4068822,"X33","An extremely strong
foreign accent
9","1","0.152","0.152","0.164"
"1526","V3",4073431,"X33","


7","1","0.774","0.774","0.784"
"1586","V3",4341292,"X33","


6","1","0.38","0.38","0.395"
"1646","V3",4534620,"X33","


6","1","0.556","0.556","0.586"
"1706","V3",4542178,"X33","


7","3","0.115","1.145","1.115"
"1766","V3",5693137,"X33","


7","1","0.694","0.694","0.602"
"1826","V3",6374852,"X33","


6","1","8.249","8.249","8.287"
"1886","V3",6546609,"X33","


6","1","0.425","0.425","0.431"
"1946","V3",6956532,"X33","A native English speaker
1","1","8.178","8.178","8.308"
"2006","V3",7505174,"X33","


8","1","0.462","0.462","0.473"
"2066","V3",8081415,"X33","


6","1","0.825","0.825","0.845"
"2126","V3",8317194,"X33","


8","1","0.758","0.758","0.766"
"2186","V3",8584285,"X33","


5","1","3.665","3.665","3.676"
"2246","V3",8815444,"X33","


8","1","2.377","2.377","2.385"
"2306","V3",9335883,"X33","


8","1","0.587","0.587","0.597"
"2366","V3",9983184,"X33","A native English speaker
1","1","0.365","0.365","0.641"
"1167","V3",1682505,"X34","


7","1","0.625","0.625","0.647"
"1227","V3",2950814,"X34","


6","1","2.233","2.233","2.264"
"1287","V3",3800888,"X34","


6","1","1.215","1.215","1.255"
"1347","V3",3805384,"X34","


3","1","0.625","0.625","0.643"
"1407","V3",3906581,"X34","A native English speaker
1","1","2.956","2.956","2.965"
"1467","V3",4068822,"X34","


5","1","0.681","0.681","0.692"
"1527","V3",4073431,"X34","


5","1","1.249","1.249","1.26"
"1587","V3",4341292,"X34","


5","1","0.44","0.44","0.456"
"1647","V3",4534620,"X34","


3","1","0.556","0.556","0.575"
"1707","V3",4542178,"X34","


6","2","0.432","1.784","1.876"
"1767","V3",5693137,"X34","


5","1","1.641","1.641","1.66"
"1827","V3",6374852,"X34","


5","1","0.634","0.634","0.697"
"1887","V3",6546609,"X34","


6","1","0.521","0.521","0.527"
"1947","V3",6956532,"X34","A native English speaker
1","1","0.102","0.102","0.337"
"2007","V3",7505174,"X34","


6","1","0.172","0.172","0.181"
"2067","V3",8081415,"X34","


4","1","0.55","0.55","0.572"
"2127","V3",8317194,"X34","


8","1","0.661","0.661","0.668"
"2187","V3",8584285,"X34","


8","1","0.394","0.394","0.3"
"2247","V3",8815444,"X34","


8","1","0.34","0.34","0.349"
"2307","V3",9335883,"X34","


8","1","0.152","0.152","0.162"
"2367","V3",9983184,"X34","


3","1","1.264","1.264","1.295"
"1168","V3",1682505,"X35","


7","1","0.489","0.489","0.401"
"1228","V3",2950814,"X35","


6","1","1.193","1.193","1.247"
"1288","V3",3800888,"X35","


8","1","0.91","0.91","0.956"
"1348","V3",3805384,"X35","


3","1","1.77","1.77","1.784"
"1408","V3",3906581,"X35","


6","1","1.137","1.137","1.143"
"1468","V3",4068822,"X35","


8","1","0.232","0.232","0.242"
"1528","V3",4073431,"X35","


6","1","2.989","2.989","3.001"
"1588","V3",4341292,"X35","


7","1","0.657","0.657","0.672"
"1648","V3",4534620,"X35","


6","1","1.088","1.088","1.1"
"1708","V3",4542178,"X35","


5","2","0.282","1.184","1.29"
"1768","V3",5693137,"X35","


7","1","0.547","0.547","0.563"
"1828","V3",6374852,"X35","


6","1","0.755","0.755","0.776"
"1888","V3",6546609,"X35","


6","1","0.902","0.902","0.909"
"1948","V3",6956532,"X35","A native English speaker
1","1","0.457","0.457","0.402"
"2008","V3",7505174,"X35","


7","1","0.255","0.255","0.265"
"2068","V3",8081415,"X35","


6","1","0.926","0.926","0.942"
"2128","V3",8317194,"X35","


7","2","0.946","1.49","1.497"
"2188","V3",8584285,"X35","An extremely strong
foreign accent
9","1","0.402","0.402","0.414"
"2248","V3",8815444,"X35","


8","1","0.362","0.362","0.372"
"2308","V3",9335883,"X35","An extremely strong
foreign accent
9","1","0.495","0.495","0.504"
"2368","V3",9983184,"X35","A native English speaker
1","1","0.829","0.829","0.747"
"1169","V3",1682505,"X36","


6","1","0.586","0.586","0.5"
"1229","V3",2950814,"X36","


5","1","14.925","14.925","14.957"
"1289","V3",3800888,"X36","


4","1","0.394","0.394","0.446"
"1349","V3",3805384,"X36","


5","1","0.75","0.75","0.762"
"1409","V3",3906581,"X36","


5","1","0.619","0.619","0.626"
"1469","V3",4068822,"X36","


4","1","0.721","0.721","0.73"
"1529","V3",4073431,"X36","


7","1","2.115","2.115","2.138"
"1589","V3",4341292,"X36","


5","1","0.782","0.782","0.796"
"1649","V3",4534620,"X36","


8","1","0.513","0.513","0.532"
"1709","V3",4542178,"X36","


6","2","0.792","1.561","1.5"
"1769","V3",5693137,"X36","


6","1","0.726","0.726","0.742"
"1829","V3",6374852,"X36","A native English speaker
1","1","0.242","0.242","0.288"
"1889","V3",6546609,"X36","


6","1","0.29","0.29","0.298"
"1949","V3",6956532,"X36","A native English speaker
1","1","0.085","0.085","0.254"
"2009","V3",7505174,"X36","


6","1","0.532","0.532","0.545"
"2069","V3",8081415,"X36","


3","1","0.831","0.831","0.848"
"2129","V3",8317194,"X36","


7","1","0.663","0.663","0.673"
"2189","V3",8584285,"X36","An extremely strong
foreign accent
9","1","1.168","1.168","1.179"
"2249","V3",8815444,"X36","


6","1","2.056","2.056","2.065"
"2309","V3",9335883,"X36","


7","1","1.133","1.133","1.143"
"2369","V3",9983184,"X36","


2","1","27.462","27.462","27.711"
"1170","V3",1682505,"X37","


7","1","0.641","0.641","0.662"
"1230","V3",2950814,"X37","


4","1","0.728","0.728","0.769"
"1290","V3",3800888,"X37","


4","1","0.53","0.53","0.501"
"1350","V3",3805384,"X37","


6","1","0.739","0.739","0.763"
"1410","V3",3906581,"X37","


4","1","1.087","1.087","1.093"
"1470","V3",4068822,"X37","


8","1","0.242","0.242","0.251"
"1530","V3",4073431,"X37","


6","1","0.927","0.927","0.937"
"1590","V3",4341292,"X37","


6","1","0.537","0.537","0.553"
"1650","V3",4534620,"X37","


6","1","0.908","0.908","0.939"
"1710","V3",4542178,"X37","


6","2","0.285","1.341","1.301"
"1770","V3",5693137,"X37","


8","1","2.033","2.033","2.052"
"1830","V3",6374852,"X37","


2","1","0.362","0.362","0.301"
"1890","V3",6546609,"X37","


7","1","0.315","0.315","0.322"
"1950","V3",6956532,"X37","A native English speaker
1","1","0.771","0.771","1"
"2010","V3",7505174,"X37","


8","1","0.452","0.452","0.465"
"2070","V3",8081415,"X37","


5","1","0.178","0.178","0.11"
"2130","V3",8317194,"X37","


7","1","0.98","0.98","0.988"
"2190","V3",8584285,"X37","


8","1","0.695","0.695","0.601"
"2250","V3",8815444,"X37","


6","1","1.316","1.316","1.325"
"2310","V3",9335883,"X37","


7","1","0.816","0.816","0.826"
"2370","V3",9983184,"X37","


3","1","0.938","0.938","0.972"
"1171","V3",1682505,"X38","


6","2","2.434","8.79","8.814"
"1231","V3",2950814,"X38","


4","2","34.03","37.601","37.716"
"1291","V3",3800888,"X38","


6","1","0.591","0.591","0.501"
"1351","V3",3805384,"X38","


6","1","1.523","1.523","1.538"
"1411","V3",3906581,"X38","


6","1","0.17","0.17","0.176"
"1471","V3",4068822,"X38","


8","1","0.265","0.265","0.282"
"1531","V3",4073431,"X38","


6","1","0.378","0.378","0.389"
"1591","V3",4341292,"X38","


7","1","3.964","3.964","3.977"
"1651","V3",4534620,"X38","


7","1","0.588","0.588","0.501"
"1711","V3",4542178,"X38","


5","3","0.281","3.236","3.221"
"1771","V3",5693137,"X38","


7","1","0.714","0.714","0.729"
"1831","V3",6374852,"X38","


5","1","0.213","0.213","0.257"
"1891","V3",6546609,"X38","


7","1","0.449","0.449","0.461"
"1951","V3",6956532,"X38","A native English speaker
1","1","0.49","0.49","0.578"
"2011","V3",7505174,"X38","


6","1","0.081","0.081","0.094"
"2071","V3",8081415,"X38","


6","1","2.901","2.901","2.919"
"2131","V3",8317194,"X38","


7","1","0.742","0.742","0.749"
"2191","V3",8584285,"X38","An extremely strong
foreign accent
9","1","0.498","0.498","0.51"
"2251","V3",8815444,"X38","


7","1","0.286","0.286","0.294"
"2311","V3",9335883,"X38","An extremely strong
foreign accent
9","1","0.001","0.001","0.012"
"2371","V3",9983184,"X38","


3","1","0.713","0.713","0.76"
"1172","V3",1682505,"X39","


6","1","2.699","2.699","2.736"
"1232","V3",2950814,"X39","


6","1","0.961","0.961","0.999"
"1292","V3",3800888,"X39","An extremely strong
foreign accent
9","1","0.854","0.854","0.8"
"1352","V3",3805384,"X39","


7","1","0.655","0.655","0.666"
"1412","V3",3906581,"X39","


7","1","1.261","1.261","1.267"
"1472","V3",4068822,"X39","


8","1","0.29","0.29","0.201"
"1532","V3",4073431,"X39","


6","1","1.89","1.89","1.906"
"1592","V3",4341292,"X39","


7","1","0.39","0.39","0.302"
"1652","V3",4534620,"X39","


6","1","0.623","0.623","0.654"
"1712","V3",4542178,"X39","


7","2","0.221","1.273","1.364"
"1772","V3",5693137,"X39","An extremely strong
foreign accent
9","1","0.168","0.168","0.186"
"1832","V3",6374852,"X39","


6","1","2.478","2.478","2.4"
"1892","V3",6546609,"X39","


7","1","0.28","0.28","0.287"
"1952","V3",6956532,"X39","A native English speaker
1","1","1.577","1.577","1.501"
"2012","V3",7505174,"X39","


6","1","0.776","0.776","0.786"
"2072","V3",8081415,"X39","


5","1","0.979","0.979","0.996"
"2132","V3",8317194,"X39","An extremely strong
foreign accent
9","1","0.434","0.434","0.443"
"2192","V3",8584285,"X39","An extremely strong
foreign accent
9","1","0.488","0.488","0.5"
"2252","V3",8815444,"X39","


8","1","0.32","0.32","0.329"
"2312","V3",9335883,"X39","An extremely strong
foreign accent
9","1","0.358","0.358","0.368"
"2372","V3",9983184,"X39","


2","1","114.673","114.673","114.709"
"1173","V3",1682505,"X4","


7","1","0.542","0.542","0.559"
"1233","V3",2950814,"X4","


6","1","5.953","5.953","5.99"
"1293","V3",3800888,"X4","An extremely strong
foreign accent
9","1","0.976","0.976","0.902"
"1353","V3",3805384,"X4","


8","1","0.723","0.723","0.734"
"1413","V3",3906581,"X4","


6","1","1.5","1.5","1.508"
"1473","V3",4068822,"X4","An extremely strong
foreign accent
9","1","0.146","0.146","0.155"
"1533","V3",4073431,"X4","


8","1","1.396","1.396","1.301"
"1593","V3",4341292,"X4","


7","1","0.702","0.702","0.717"
"1653","V3",4534620,"X4","An extremely strong
foreign accent
9","1","0.509","0.509","0.527"
"1713","V3",4542178,"X4","


8","2","0.204","1.039","1.019"
"1773","V3",5693137,"X4","An extremely strong
foreign accent
9","1","0.284","0.284","0.201"
"1833","V3",6374852,"X4","


6","1","0.77","0.77","0.791"
"1893","V3",6546609,"X4","


7","1","0.482","0.482","0.491"
"1953","V3",6956532,"X4","


8","1","0.907","0.907","0.999"
"2013","V3",7505174,"X4","


7","1","1.08","1.08","1.09"
"2073","V3",8081415,"X4","


7","1","0.697","0.697","0.712"
"2133","V3",8317194,"X4","


7","1","0.851","0.851","0.86"
"2193","V3",8584285,"X4","An extremely strong
foreign accent
9","1","0.937","0.937","0.948"
"2253","V3",8815444,"X4","An extremely strong
foreign accent
9","1","0.438","0.438","0.448"
"2313","V3",9335883,"X4","


8","1","0.102","0.102","0.11"
"2373","V3",9983184,"X4","A native English speaker
1","1","1.129","1.129","1.339"
"1174","V3",1682505,"X40","


6","1","1.956","1.956","1.983"
"1234","V3",2950814,"X40","


7","1","0.713","0.713","0.744"
"1294","V3",3800888,"X40","


6","1","0.729","0.729","0.767"
"1354","V3",3805384,"X40","


6","1","3.652","3.652","3.665"
"1414","V3",3906581,"X40","


3","1","0.373","0.373","0.38"
"1474","V3",4068822,"X40","


5","1","0.298","0.298","0.306"
"1534","V3",4073431,"X40","


5","1","3.62","3.62","3.633"
"1594","V3",4341292,"X40","


6","1","0.591","0.591","0.5"
"1654","V3",4534620,"X40","


2","1","0.727","0.727","0.741"
"1714","V3",4542178,"X40","


6","3","0.165","0.959","1.572"
"1774","V3",5693137,"X40","


6","1","1.337","1.337","1.357"
"1834","V3",6374852,"X40","


6","1","4.226","4.226","4.265"
"1894","V3",6546609,"X40","


6","1","0.571","0.571","0.58"
"1954","V3",6956532,"X40","A native English speaker
1","1","0.192","0.192","0.361"
"2014","V3",7505174,"X40","


7","1","0.164","0.164","0.176"
"2074","V3",8081415,"X40","


4","1","0.542","0.542","0.571"
"2134","V3",8317194,"X40","


5","1","1.662","1.662","1.67"
"2194","V3",8584285,"X40","


8","1","0.86","0.86","0.87"
"2254","V3",8815444,"X40","


5","1","0.238","0.238","0.247"
"2314","V3",9335883,"X40","


8","1","0.115","0.115","0.124"
"2374","V3",9983184,"X40","A native English speaker
1","1","1.277","1.277","1.315"
"1175","V3",1682505,"X41","


7","1","0.706","0.706","0.727"
"1235","V3",2950814,"X41","


5","1","4.728","4.728","4.758"
"1295","V3",3800888,"X41","


7","1","0.91","0.91","0.951"
"1355","V3",3805384,"X41","


6","1","2.49","2.49","2.4"
"1415","V3",3906581,"X41","


7","1","0.438","0.438","0.445"
"1475","V3",4068822,"X41","An extremely strong
foreign accent
9","1","0.535","0.535","0.546"
"1535","V3",4073431,"X41","


6","1","0.981","0.981","1"
"1595","V3",4341292,"X41","


5","1","0.802","0.802","0.819"
"1655","V3",4534620,"X41","


5","1","0.585","0.585","0.502"
"1715","V3",4542178,"X41","


4","2","0.457","1.29","1.377"
"1775","V3",5693137,"X41","


8","1","2.692","2.692","2.601"
"1835","V3",6374852,"X41","


6","1","0.93","0.93","0.954"
"1895","V3",6546609,"X41","


7","1","0.445","0.445","0.452"
"1955","V3",6956532,"X41","A native English speaker
1","1","0.051","0.051","0"
"2015","V3",7505174,"X41","


6","1","0.716","0.716","0.727"
"2075","V3",8081415,"X41","


6","1","0.523","0.523","0.552"
"2135","V3",8317194,"X41","


7","1","0.723","0.723","0.732"
"2195","V3",8584285,"X41","


8","1","1.798","1.798","1.809"
"2255","V3",8815444,"X41","


7","1","1.531","1.531","1.543"
"2315","V3",9335883,"X41","An extremely strong
foreign accent
9","1","0.11","0.11","0.118"
"2375","V3",9983184,"X41","A native English speaker
1","1","4.134","4.134","4.161"
"1176","V3",1682505,"X42","A native English speaker
1","1","0.599","0.599","0.633"
"1236","V3",2950814,"X42","


6","1","1.451","1.451","1.403"
"1296","V3",3800888,"X42","A native English speaker
1","1","0.005","0.005","0.066"
"1356","V3",3805384,"X42","A native English speaker
1","1","0.623","0.623","0.638"
"1416","V3",3906581,"X42","A native English speaker
1","1","0.864","0.864","0.871"
"1476","V3",4068822,"X42","A native English speaker
1","1","0.139","0.139","0.148"
"1536","V3",4073431,"X42","A native English speaker
1","1","0.896","0.896","0.908"
"1596","V3",4341292,"X42","A native English speaker
1","1","0.202","0.202","0.217"
"1656","V3",4534620,"X42","A native English speaker
1","1","0.477","0.477","0.492"
"1716","V3",4542178,"X42","A native English speaker
1","1","0.019","0.019","0"
"1776","V3",5693137,"X42","A native English speaker
1","1","0.35","0.35","0.369"
"1836","V3",6374852,"X42","A native English speaker
1","1","0.338","0.338","0.379"
"1896","V3",6546609,"X42","A native English speaker
1","2","0.123","0.793","0.801"
"1956","V3",6956532,"X42","A native English speaker
1","1","0.423","0.423","0.542"
"2016","V3",7505174,"X42","A native English speaker
1","1","0.494","0.494","0.4"
"2076","V3",8081415,"X42","A native English speaker
1","1","0.117","0.117","0.145"
"2136","V3",8317194,"X42","A native English speaker
1","1","0.574","0.574","0.582"
"2196","V3",8584285,"X42","A native English speaker
1","1","0.546","0.546","0.556"
"2256","V3",8815444,"X42","A native English speaker
1","1","0.019","0.019","0.03"
"2316","V3",9335883,"X42","A native English speaker
1","1","0.24","0.24","0.249"
"2376","V3",9983184,"X42","A native English speaker
1","1","1.008","1.008","1.098"
"1177","V3",1682505,"X43","


2","1","1.28","1.28","1.297"
"1237","V3",2950814,"X43","


3","1","17.602","17.602","17.77"
"1297","V3",3800888,"X43","


2","1","3.501","3.501","3.543"
"1357","V3",3805384,"X43","A native English speaker
1","1","0.538","0.538","0.556"
"1417","V3",3906581,"X43","


3","1","0.781","0.781","0.788"
"1477","V3",4068822,"X43","A native English speaker
1","1","0.115","0.115","0.13"
"1537","V3",4073431,"X43","A native English speaker
1","1","3.124","3.124","3.134"
"1597","V3",4341292,"X43","A native English speaker
1","1","0.315","0.315","0.331"
"1657","V3",4534620,"X43","A native English speaker
1","1","0.433","0.433","0.456"
"1717","V3",4542178,"X43","A native English speaker
1","1","0.119","0.119","0.276"
"1777","V3",5693137,"X43","A native English speaker
1","1","0.316","0.316","0.334"
"1837","V3",6374852,"X43","A native English speaker
1","1","0.226","0.226","0.202"
"1897","V3",6546609,"X43","A native English speaker
1","1","0.146","0.146","0.153"
"1957","V3",6956532,"X43","A native English speaker
1","1","0.258","0.258","0.201"
"2017","V3",7505174,"X43","A native English speaker
1","1","0.123","0.123","0.136"
"2077","V3",8081415,"X43","A native English speaker
1","1","0.106","0.106","0.145"
"2137","V3",8317194,"X43","A native English speaker
1","1","0.615","0.615","0.622"
"2197","V3",8584285,"X43","A native English speaker
1","1","0.31","0.31","0.321"
"2257","V3",8815444,"X43","A native English speaker
1","1","0.036","0.036","0.045"
"2317","V3",9335883,"X43","A native English speaker
1","1","0.437","0.437","0.447"
"2377","V3",9983184,"X43","


6","1","1.759","1.759","1.704"
"1178","V3",1682505,"X44","A native English speaker
1","1","0.475","0.475","0.497"
"1238","V3",2950814,"X44","


2","1","1.407","1.407","1.466"
"1298","V3",3800888,"X44","


2","1","0.505","0.505","0.551"
"1358","V3",3805384,"X44","A native English speaker
1","1","0.584","0.584","0.6"
"1418","V3",3906581,"X44","A native English speaker
1","1","1.073","1.073","1.08"
"1478","V3",4068822,"X44","A native English speaker
1","1","0.092","0.092","0"
"1538","V3",4073431,"X44","


2","1","0.789","0.789","0.704"
"1598","V3",4341292,"X44","A native English speaker
1","1","0.279","0.279","0.293"
"1658","V3",4534620,"X44","A native English speaker
1","1","0.539","0.539","0.553"
"1718","V3",4542178,"X44","A native English speaker
1","1","0.141","0.141","0.118"
"1778","V3",5693137,"X44","A native English speaker
1","1","0.35","0.35","0.366"
"1838","V3",6374852,"X44","A native English speaker
1","1","0.192","0.192","0.264"
"1898","V3",6546609,"X44","A native English speaker
1","1","0.235","0.235","0.243"
"1958","V3",6956532,"X44","A native English speaker
1","1","1.765","1.765","1.701"
"2018","V3",7505174,"X44","A native English speaker
1","2","0.113","0.801","0.813"
"2078","V3",8081415,"X44","A native English speaker
1","1","0.074","0.074","0"
"2138","V3",8317194,"X44","A native English speaker
1","1","0.457","0.457","0.465"
"2198","V3",8584285,"X44","A native English speaker
1","1","0.326","0.326","0.337"
"2258","V3",8815444,"X44","A native English speaker
1","1","0.859","0.859","0.87"
"2318","V3",9335883,"X44","A native English speaker
1","1","0.107","0.107","0.116"
"2378","V3",9983184,"X44","


8","1","1.495","1.495","1.532"
"1179","V3",1682505,"X45","A native English speaker
1","1","0.244","0.244","0.261"
"1239","V3",2950814,"X45","


4","2","1.011","1.793","1.849"
"1299","V3",3800888,"X45","A native English speaker
1","1","0.19","0.19","0.244"
"1359","V3",3805384,"X45","A native English speaker
1","1","0.558","0.558","0.586"
"1419","V3",3906581,"X45","A native English speaker
1","1","0.188","0.188","0.194"
"1479","V3",4068822,"X45","A native English speaker
1","1","1.717","1.717","1.734"
"1539","V3",4073431,"X45","A native English speaker
1","1","0.988","0.988","0.999"
"1599","V3",4341292,"X45","A native English speaker
1","1","0.304","0.304","0.32"
"1659","V3",4534620,"X45","A native English speaker
1","1","0.547","0.547","0.574"
"1719","V3",4542178,"X45","A native English speaker
1","1","0.057","0.057","0"
"1779","V3",5693137,"X45","A native English speaker
1","1","0.19","0.19","0.206"
"1839","V3",6374852,"X45","A native English speaker
1","1","0.185","0.185","0.223"
"1899","V3",6546609,"X45","A native English speaker
1","1","0.09","0.09","0.097"
"1959","V3",6956532,"X45","A native English speaker
1","1","0.456","0.456","0.556"
"2019","V3",7505174,"X45","A native English speaker
1","1","0.024","0.024","0.035"
"2079","V3",8081415,"X45","A native English speaker
1","1","0.326","0.326","0.36"
"2139","V3",8317194,"X45","A native English speaker
1","1","0.502","0.502","0.512"
"2199","V3",8584285,"X45","A native English speaker
1","1","0.311","0.311","0.322"
"2259","V3",8815444,"X45","A native English speaker
1","1","0.263","0.263","0.273"
"2319","V3",9335883,"X45","A native English speaker
1","1","0.275","0.275","0.286"
"2379","V3",9983184,"X45","


2","2","0.778","2.055","2.084"
"1180","V3",1682505,"X46","A native English speaker
1","1","0.866","0.866","0.883"
"1240","V3",2950814,"X46","


4","1","0.617","0.617","0.653"
"1300","V3",3800888,"X46","A native English speaker
1","1","0.257","0.257","0.295"
"1360","V3",3805384,"X46","A native English speaker
1","1","0.533","0.533","0.549"
"1420","V3",3906581,"X46","A native English speaker
1","1","0.449","0.449","0.455"
